claim_id,manuscript_line,claim_text,claim_scope,evidence_class,mapping_status,matched_inferential_rows,matched_planned_rows,report_family,environment_or_severity,contrast_name,metric,report_holm_paired_t_p,report_holm_wilcoxon_p,source_file,source_row,source_kind,reason_if_unresolved
rq6_fuzzy_application_deficits.01,1505,Fuzzy arbitration remains worse than support abstention by 2.520 and tabular Q-learning by 2.299; 29 of 30 paired seeds favor each comparator.,primary_confirmatory,confirmatory,mapped,1,1,application_navigation_case_study.planned,ApplicationNavigation-deployment-goal-shift,fuzzy_vs_support_abstain,return_auc,5.408324152066678e-11,2.7939677238464355e-08,results/application_navigation_case_study/planned_contrasts.csv,3,planned,
rq6_fuzzy_application_deficits.02,1505,Fuzzy arbitration remains worse than support abstention by 2.520 and tabular Q-learning by 2.299; 29 of 30 paired seeds favor each comparator.,primary_confirmatory,confirmatory,mapped,1,1,application_navigation_case_study.planned,ApplicationNavigation-deployment-goal-shift,fuzzy_vs_tabular,return_auc,2.9155646349067486e-10,1.4901161193847656e-08,results/application_navigation_case_study/planned_contrasts.csv,5,planned,
rq6_fallback_ablation.01,1546,"No-hold improves this by 0.073 ([0.042, 0.103]), shortest-path fallback by 0.165 ([0.120, 0.209]), and the map-verified fallback by 0.284 ([0.246, 0.326]); all three survive Holm correction.",primary_confirmatory,confirmatory,mapped,1,1,application_risk_variants.planned,ApplicationNavigation-risk-adjusted-fallbacks,no_hold_vs_hold_penalized,risk_adjusted_score,6.901112479973223e-05,5.5925920605659485e-05,results/application_risk_variants/planned_contrasts.csv,2,planned,
rq6_fallback_ablation.02,1546,"No-hold improves this by 0.073 ([0.042, 0.103]), shortest-path fallback by 0.165 ([0.120, 0.209]), and the map-verified fallback by 0.284 ([0.246, 0.326]); all three survive Holm correction.",primary_confirmatory,confirmatory,mapped,1,1,application_risk_variants.planned,ApplicationNavigation-risk-adjusted-fallbacks,shortest_path_vs_hold_penalized,risk_adjusted_score,1.2728901170911537e-07,5.103647708892822e-07,results/application_risk_variants/planned_contrasts.csv,3,planned,
rq6_fallback_ablation.03,1546,"No-hold improves this by 0.073 ([0.042, 0.103]), shortest-path fallback by 0.165 ([0.120, 0.209]), and the map-verified fallback by 0.284 ([0.246, 0.326]); all three survive Holm correction.",primary_confirmatory,confirmatory,mapped,1,1,application_risk_variants.planned,ApplicationNavigation-risk-adjusted-fallbacks,verified_safe_vs_hold_penalized,risk_adjusted_score,7.566539759204621e-14,5.587935447692871e-09,results/application_risk_variants/planned_contrasts.csv,4,planned,
rq7_fuzzy_frozenlake,1561,"Relative to DQN, fuzzy arbitration improves FrozenLake 4x4 AUC by 0.291 ([0.244, 0.338], $t$-Holm $p=1.12\times10^{-11}$), with all 30 seeds favoring the fuzzy method.",primary_confirmatory,confirmatory,mapped,1,1,adaptive_gate_compact_validation.planned,FrozenLake-4x4-slippery-adaptive,fuzzy_vs_dqn,return_auc,1.1203008582157726e-11,1.733306644199106e-05,results/adaptive_gate_compact_validation/planned_contrasts.csv,10,planned,
rq7_fuzzy_cliffwalking,1561,"On CliffWalking the mean difference is 925 with a positive bootstrap interval, but heavy tails leave the mean-based Holm test nonsignificant; the Wilcoxon-Holm sensitivity test is $p=1.45\times10^{-4}$.",primary_confirmatory,confirmatory,mapped,1,1,adaptive_gate_compact_validation.planned,CliffWalking-adaptive,fuzzy_vs_dqn,return_auc,0.2385094777944159,0.0001451175854201,results/adaptive_gate_compact_validation/planned_contrasts.csv,8,planned,
rq7_fuzzy_vs_count_null.01,1561,The fuzzy gate does not significantly beat count gating in any of the three tasks.,primary_confirmatory,confirmatory,mapped,1,1,adaptive_gate_compact_validation.planned,CliffWalking-adaptive,fuzzy_vs_count,return_auc,0.6427595787594524,1.0,results/adaptive_gate_compact_validation/planned_contrasts.csv,2,planned,
rq7_fuzzy_vs_count_null.02,1561,The fuzzy gate does not significantly beat count gating in any of the three tasks.,primary_confirmatory,confirmatory,mapped,1,1,adaptive_gate_compact_validation.planned,FourRooms-9-support-shift-adaptive,fuzzy_vs_count,return_auc,1.0,1.0,results/adaptive_gate_compact_validation/planned_contrasts.csv,3,planned,
rq7_fuzzy_vs_count_null.03,1561,The fuzzy gate does not significantly beat count gating in any of the three tasks.,primary_confirmatory,confirmatory,mapped,1,1,adaptive_gate_compact_validation.planned,FrozenLake-4x4-slippery-adaptive,fuzzy_vs_count,return_auc,1.0,1.0,results/adaptive_gate_compact_validation/planned_contrasts.csv,4,planned,
rq7_fourrooms_deficits.01,1561,"Under complete FourRooms support shift, mean alpha is zero, so fuzzy arbitration matches neural fallback and is worse than both tabular and support-abstention methods in all 30 paired seeds.",primary_confirmatory,confirmatory,mapped,1,1,adaptive_gate_compact_validation.planned,FourRooms-9-support-shift-adaptive,fuzzy_vs_tabular,return_auc,1.139607910513978e-25,2.2351741790771484e-08,results/adaptive_gate_compact_validation/planned_contrasts.csv,12,planned,
rq7_fourrooms_deficits.02,1561,"Under complete FourRooms support shift, mean alpha is zero, so fuzzy arbitration matches neural fallback and is worse than both tabular and support-abstention methods in all 30 paired seeds.",primary_confirmatory,confirmatory,mapped,1,1,adaptive_gate_compact_validation.planned,FourRooms-9-support-shift-adaptive,fuzzy_vs_support_abstain,return_auc,1.2076703126962258e-26,2.2351741790771484e-08,results/adaptive_gate_compact_validation/planned_contrasts.csv,6,planned,
rq7_component_ablation_null.01,1600,"None differs from the full fuzzy gate after Holm correction (all mean-based and Wilcoxon-adjusted $p=1$), and all bootstrap intervals for paired AUC differences cross zero.",primary_confirmatory,confirmatory,mapped,1,1,fuzzy_ablation.planned,ApplicationNavigation-deployment-goal-shift,no_td_residual_vs_full,return_auc,1.0,1.0,results/fuzzy_ablation/combined/planned_contrasts.csv,2,planned,
rq7_component_ablation_null.02,1600,"None differs from the full fuzzy gate after Holm correction (all mean-based and Wilcoxon-adjusted $p=1$), and all bootstrap intervals for paired AUC differences cross zero.",primary_confirmatory,confirmatory,mapped,1,1,fuzzy_ablation.planned,ApplicationNavigation-deployment-goal-shift,no_count_vs_full,return_auc,1.0,1.0,results/fuzzy_ablation/combined/planned_contrasts.csv,3,planned,
rq7_component_ablation_null.03,1600,"None differs from the full fuzzy gate after Holm correction (all mean-based and Wilcoxon-adjusted $p=1$), and all bootstrap intervals for paired AUC differences cross zero.",primary_confirmatory,confirmatory,mapped,1,1,fuzzy_ablation.planned,ApplicationNavigation-deployment-goal-shift,no_confidence_vs_full,return_auc,1.0,1.0,results/fuzzy_ablation/combined/planned_contrasts.csv,4,planned,
rq7_component_ablation_null.04,1600,"None differs from the full fuzzy gate after Holm correction (all mean-based and Wilcoxon-adjusted $p=1$), and all bootstrap intervals for paired AUC differences cross zero.",primary_confirmatory,confirmatory,mapped,1,1,fuzzy_ablation.planned,ApplicationNavigation-deployment-goal-shift,crisp_threshold_vs_full,return_auc,1.0,1.0,results/fuzzy_ablation/combined/planned_contrasts.csv,5,planned,
rq8_stationary_null.01,1623,"Relative-reliability fuzzy gating still does not significantly beat count gating: paired AUC differences are 11.09 on CliffWalking (95\% bootstrap interval $[-40.43,69.03]$), $-0.0208$ on FourRooms ($[-0.0766,0.0330]$), and 0.0267 on FrozenLake ($[-0.0138,0.0656]$).",primary_confirmatory,confirmatory,mapped,1,1,fuzzy_reliability_stationary.planned,CliffWalking-confirmatory,fuzzy_reliability_vs_count,return_auc,0.9425394691671228,0.8799335323274136,results/fuzzy_reliability_confirmatory/planned_contrasts.csv,2,planned,
rq8_stationary_null.02,1623,"Relative-reliability fuzzy gating still does not significantly beat count gating: paired AUC differences are 11.09 on CliffWalking (95\% bootstrap interval $[-40.43,69.03]$), $-0.0208$ on FourRooms ($[-0.0766,0.0330]$), and 0.0267 on FrozenLake ($[-0.0138,0.0656]$).",primary_confirmatory,confirmatory,mapped,1,1,fuzzy_reliability_stationary.planned,FourRooms-9-support-shift-confirmatory,fuzzy_reliability_vs_count,return_auc,0.9425394691671228,0.8799335323274136,results/fuzzy_reliability_confirmatory/planned_contrasts.csv,3,planned,
rq8_stationary_null.03,1623,"Relative-reliability fuzzy gating still does not significantly beat count gating: paired AUC differences are 11.09 on CliffWalking (95\% bootstrap interval $[-40.43,69.03]$), $-0.0208$ on FourRooms ($[-0.0766,0.0330]$), and 0.0267 on FrozenLake ($[-0.0138,0.0656]$).",primary_confirmatory,confirmatory,mapped,1,1,fuzzy_reliability_stationary.planned,FrozenLake-4x4-slippery-confirmatory,fuzzy_reliability_vs_count,return_auc,0.643248280377755,0.4674758579455045,results/fuzzy_reliability_confirmatory/planned_contrasts.csv,4,planned,
rq8_stationary_crisp.01,1641,"The crisp gate is worse than the fuzzy gate on CliffWalking and FrozenLake and approximately tied on FourRooms, while neither relative-reliability implementation significantly improves over count gating under the locked primary contrast.",exploratory_secondary,exploratory,mapped,1,1,fuzzy_reliability_stationary.reported_supplemental,CliffWalking-confirmatory,fuzzy_reliability_vs_crisp,return_auc,8.223637584095973e-05,0.000284428568898,results/fuzzy_reliability_confirmatory/reported/planned_contrasts.csv,5,planned,
rq8_stationary_crisp.02,1641,"The crisp gate is worse than the fuzzy gate on CliffWalking and FrozenLake and approximately tied on FourRooms, while neither relative-reliability implementation significantly improves over count gating under the locked primary contrast.",exploratory_secondary,exploratory,mapped,1,1,fuzzy_reliability_stationary.reported_supplemental,FourRooms-9-support-shift-confirmatory,fuzzy_reliability_vs_crisp,return_auc,1.0,1.0,results/fuzzy_reliability_confirmatory/reported/planned_contrasts.csv,6,planned,
rq8_stationary_crisp.03,1641,"The crisp gate is worse than the fuzzy gate on CliffWalking and FrozenLake and approximately tied on FourRooms, while neither relative-reliability implementation significantly improves over count gating under the locked primary contrast.",exploratory_secondary,exploratory,mapped,1,1,fuzzy_reliability_stationary.reported_supplemental,FrozenLake-4x4-slippery-confirmatory,fuzzy_reliability_vs_crisp,return_auc,9.691382659704097e-09,2.123415470123291e-07,results/fuzzy_reliability_confirmatory/reported/planned_contrasts.csv,7,planned,
rq8_shift_primary_values.01,1652,"The family was motivated by the earlier stationary null result, whereas the two severities, final rule, primary contrast, and seeds 1400--1429 were frozen before those confirmatory runs.\end{reviewerone} At the larger boundary shift, fuzzy relative-reliability gating exceeds count AUC by 0.0872 ($[0.0850,0.0894]$, $t$-Holm $p=2.09\times10^{-34}$); at the moderate shift the difference is 0.0585 ($[0.0562,0.0608]$, $p=1.68\times10^{-29}$).",primary_confirmatory,confirmatory,mapped,1,1,fuzzy_reliability_shift.planned,ReliabilityShift-boundary-020-confirmatory,fuzzy_shift_vs_count,return_auc,2.0907313977497543e-34,3.462252789839457e-06,results/fuzzy_reliability_shift_confirmatory/planned_contrasts.csv,2,planned,
rq8_shift_primary_values.02,1652,"The family was motivated by the earlier stationary null result, whereas the two severities, final rule, primary contrast, and seeds 1400--1429 were frozen before those confirmatory runs.\end{reviewerone} At the larger boundary shift, fuzzy relative-reliability gating exceeds count AUC by 0.0872 ($[0.0850,0.0894]$, $t$-Holm $p=2.09\times10^{-34}$); at the moderate shift the difference is 0.0585 ($[0.0562,0.0608]$, $p=1.68\times10^{-29}$).",primary_confirmatory,confirmatory,mapped,1,1,fuzzy_reliability_shift.planned,ReliabilityShift-boundary-030-confirmatory,fuzzy_shift_vs_count,return_auc,1.6840656980220476e-29,3.462252789839457e-06,results/fuzzy_reliability_shift_confirmatory/planned_contrasts.csv,3,planned,
rq8_shift_primary_wins.01,1652,All 30 pairs favor the relative-reliability fuzzy gate in both environments.,primary_confirmatory,confirmatory,mapped,1,1,fuzzy_reliability_shift.planned,ReliabilityShift-boundary-020-confirmatory,fuzzy_shift_vs_count,return_auc,2.0907313977497543e-34,3.462252789839457e-06,results/fuzzy_reliability_shift_confirmatory/planned_contrasts.csv,2,planned,
rq8_shift_primary_wins.02,1652,All 30 pairs favor the relative-reliability fuzzy gate in both environments.,primary_confirmatory,confirmatory,mapped,1,1,fuzzy_reliability_shift.planned,ReliabilityShift-boundary-030-confirmatory,fuzzy_shift_vs_count,return_auc,1.6840656980220476e-29,3.462252789839457e-06,results/fuzzy_reliability_shift_confirmatory/planned_contrasts.csv,3,planned,
rq8_shift_original_fuzzy.01,1652,"The relative-reliability fuzzy gate also exceeds the baseline fuzzy gate by 0.0555 and 0.0377, again with 30/30 paired wins.",exploratory_secondary,exploratory,mapped,1,1,fuzzy_reliability_shift.reported_supplemental,ReliabilityShift-boundary-020-confirmatory,fuzzy_shift_vs_original,return_auc,2.8345043680468393e-28,1.033456969645844e-05,results/fuzzy_reliability_shift_confirmatory/reported/planned_contrasts.csv,4,planned,
rq8_shift_original_fuzzy.02,1652,"The relative-reliability fuzzy gate also exceeds the baseline fuzzy gate by 0.0555 and 0.0377, again with 30/30 paired wins.",exploratory_secondary,exploratory,mapped,1,1,fuzzy_reliability_shift.reported_supplemental,ReliabilityShift-boundary-030-confirmatory,fuzzy_shift_vs_original,return_auc,1.3999481526449494e-24,1.033456969645844e-05,results/fuzzy_reliability_shift_confirmatory/reported/planned_contrasts.csv,5,planned,
rq8_shift_remove_reliability.01,1652,Removing relative reliability reduces AUC by 0.0053 and 0.0029 after Holm correction.,exploratory_secondary,exploratory,mapped,1,1,fuzzy_reliability_shift.reported_supplemental,ReliabilityShift-boundary-020-confirmatory,fuzzy_shift_vs_original,return_auc,2.8345043680468393e-28,1.033456969645844e-05,results/fuzzy_reliability_shift_confirmatory/reported/planned_contrasts.csv,4,planned,
rq8_shift_remove_reliability.02,1652,Removing relative reliability reduces AUC by 0.0053 and 0.0029 after Holm correction.,exploratory_secondary,exploratory,mapped,1,1,fuzzy_reliability_shift.reported_supplemental,ReliabilityShift-boundary-030-confirmatory,fuzzy_shift_vs_original,return_auc,1.3999481526449494e-24,1.033456969645844e-05,results/fuzzy_reliability_shift_confirmatory/reported/planned_contrasts.csv,5,planned,
rq8_interpret_primary.01,1681,"First, the relative-reliability signal is useful in this targeted shift because the fuzzy relative-reliability gate exceeds count gating at both severities.",primary_confirmatory,confirmatory,mapped,1,1,fuzzy_reliability_shift.planned,ReliabilityShift-boundary-020-confirmatory,fuzzy_shift_vs_count,return_auc,2.0907313977497543e-34,3.462252789839457e-06,results/fuzzy_reliability_shift_confirmatory/planned_contrasts.csv,2,planned,
rq8_interpret_primary.02,1681,"First, the relative-reliability signal is useful in this targeted shift because the fuzzy relative-reliability gate exceeds count gating at both severities.",primary_confirmatory,confirmatory,mapped,1,1,fuzzy_reliability_shift.planned,ReliabilityShift-boundary-030-confirmatory,fuzzy_shift_vs_count,return_auc,1.6840656980220476e-29,3.462252789839457e-06,results/fuzzy_reliability_shift_confirmatory/planned_contrasts.csv,3,planned,
rq8_interpret_original.01,1681,"Second, the revised reliability-aware fuzzy realization improves over the original fuzzy gate and over the no-reliability ablation.",exploratory_secondary,exploratory,mapped,1,1,fuzzy_reliability_shift.reported_supplemental,ReliabilityShift-boundary-020-confirmatory,fuzzy_shift_vs_original,return_auc,2.8345043680468393e-28,1.033456969645844e-05,results/fuzzy_reliability_shift_confirmatory/reported/planned_contrasts.csv,4,planned,
rq8_interpret_original.02,1681,"Second, the revised reliability-aware fuzzy realization improves over the original fuzzy gate and over the no-reliability ablation.",exploratory_secondary,exploratory,mapped,1,1,fuzzy_reliability_shift.reported_supplemental,ReliabilityShift-boundary-030-confirmatory,fuzzy_shift_vs_original,return_auc,1.3999481526449494e-24,1.033456969645844e-05,results/fuzzy_reliability_shift_confirmatory/reported/planned_contrasts.csv,5,planned,
rq8_interpret_crisp.01,1681,"Third, fuzzy inference is neither necessary nor superior under the matched-input test: the crisp gate exceeds the fuzzy gate descriptively by 0.0080 and 0.0061 return-AUC units.",exploratory_secondary,exploratory,mapped,1,1,fuzzy_reliability_shift.reported_supplemental,ReliabilityShift-boundary-020-confirmatory,fuzzy_shift_vs_crisp,return_auc,1.7734396326631494e-08,1.033456969645844e-05,results/fuzzy_reliability_shift_confirmatory/reported/planned_contrasts.csv,6,planned,
rq8_interpret_crisp.02,1681,"Third, fuzzy inference is neither necessary nor superior under the matched-input test: the crisp gate exceeds the fuzzy gate descriptively by 0.0080 and 0.0061 return-AUC units.",exploratory_secondary,exploratory,mapped,1,1,fuzzy_reliability_shift.reported_supplemental,ReliabilityShift-boundary-030-confirmatory,fuzzy_shift_vs_crisp,return_auc,1.7734396326631494e-08,1.033456969645844e-05,results/fuzzy_reliability_shift_confirmatory/reported/planned_contrasts.csv,7,planned,
rq8_interpret_no_support.01,1681,"Removing support also slightly improves AUC, so support should not be described as independently necessary in this controlled shift.",exploratory_unplanned,exploratory,mapped,1,0,fuzzy_reliability_shift.pairwise.ReliabilityShift-boundary-020-confirmatory.return_auc,ReliabilityShift-boundary-020-confirmatory,fuzzy_shift_full_vs_fuzzy_shift_no_support,return_auc,1.7777575212467833e-05,0.0003993116160992,results/fuzzy_reliability_shift_confirmatory/pairwise.csv,42,pairwise,
rq8_interpret_no_support.02,1681,"Removing support also slightly improves AUC, so support should not be described as independently necessary in this controlled shift.",exploratory_unplanned,exploratory,mapped,1,0,fuzzy_reliability_shift.pairwise.ReliabilityShift-boundary-030-confirmatory.return_auc,ReliabilityShift-boundary-030-confirmatory,fuzzy_shift_full_vs_fuzzy_shift_no_support,return_auc,1.851884046191794e-05,0.0004300741755335,results/fuzzy_reliability_shift_confirmatory/pairwise.csv,87,pairwise,
rq8_figure_caption.01,1699,"The relative-reliability signal beats count gating, while the same-input crisp gate remains better than fuzzy defuzzification.",primary_confirmatory,confirmatory,mapped,1,1,fuzzy_reliability_shift.planned,ReliabilityShift-boundary-020-confirmatory,fuzzy_shift_vs_count,return_auc,2.0907313977497543e-34,3.462252789839457e-06,results/fuzzy_reliability_shift_confirmatory/planned_contrasts.csv,2,planned,
rq8_figure_caption.02,1699,"The relative-reliability signal beats count gating, while the same-input crisp gate remains better than fuzzy defuzzification.",primary_confirmatory,confirmatory,mapped,1,1,fuzzy_reliability_shift.planned,ReliabilityShift-boundary-030-confirmatory,fuzzy_shift_vs_count,return_auc,1.6840656980220476e-29,3.462252789839457e-06,results/fuzzy_reliability_shift_confirmatory/planned_contrasts.csv,3,planned,
uav_feature_dqn_null,1889,"The feature-distance risk-score difference from DQN is 0.046 ([$-0.023$, 0.119]) and is not significant after Holm correction ($p=0.661$).",primary_confirmatory,confirmatory,mapped,1,1,uav_pybullet_validation.planned,Crazyflie-waypoint-physics-and-goal-shift,feature_support_vs_dqn,risk_adjusted_score,0.6612581568209511,0.8402603454887867,results/uav_pybullet_validation/planned_contrasts.csv,4,planned,
uav_other_dqn_null.01,1889,Double DQN and fuzzy support likewise do not significantly differ from DQN.,primary_confirmatory,confirmatory,mapped,1,1,uav_pybullet_validation.planned,Crazyflie-waypoint-physics-and-goal-shift,double_dqn_vs_dqn,risk_adjusted_score,1.0,1.0,results/uav_pybullet_validation/planned_contrasts.csv,2,planned,
uav_other_dqn_null.02,1889,Double DQN and fuzzy support likewise do not significantly differ from DQN.,primary_confirmatory,confirmatory,mapped,1,1,uav_pybullet_validation.planned,Crazyflie-waypoint-physics-and-goal-shift,fuzzy_support_vs_dqn,risk_adjusted_score,1.0,1.0,results/uav_pybullet_validation/planned_contrasts.csv,3,planned,
uav_pid_deficit,1897,"The comparison with the obstacle-aware PID baseline is decisive: feature-distance support is lower by 0.773 ([$-0.841$, $-0.699$], Holm $p=1.45\times10^{-18}$), with all 30 paired seeds favoring PID.",primary_confirmatory,confirmatory,mapped,1,1,uav_pybullet_validation.planned,Crazyflie-waypoint-physics-and-goal-shift,feature_support_vs_pid_safe_controller,risk_adjusted_score,1.451896120095496e-18,7.450580596923828e-09,results/uav_pybullet_validation/planned_contrasts.csv,5,planned,
sensorized_fuzzy_controller,1914,"Fuzzy reliability trails the sensorized controller by 0.479 ([$-0.528$, $-0.432$], Holm-adjusted Wilcoxon $p=9.31\times10^{-9}$), with all 30 paired seeds favoring the model-based controller.",secondary_confirmatory,confirmatory,mapped,1,1,uav_sensorized_motor_validation.planned,Crazyflie-sensorized-motor-control-shift,fuzzy_reliability_vs_sensorized_controller,risk_adjusted_score,1.9616510051840908e-17,9.313225746154784e-09,results/uav_sensorized_motor_validation/planned_contrasts.csv,4,planned,
sensorized_knn_dqn,1925,"The mechanism change does not improve the task outcome: $J_{\mathrm{UAV}}=-0.0124$ [$-0.0141$, $-0.0108$], and the kNN difference from DQN is $-0.0013$ ([$-0.0031$, 0.0005], Holm $p=0.668$).",secondary_confirmatory,confirmatory,mapped,1,1,uav_sensorized_motor_validation.planned,Crazyflie-sensorized-motor-control-shift,knn_support_vs_dqn,risk_adjusted_score,0.6684441201616226,0.8216387704014778,results/uav_sensorized_motor_validation/planned_contrasts.csv,5,planned,
sensorized_knn_fuzzy_null,1925,The kNN difference from fuzzy reliability is likewise nonsignificant.,secondary_confirmatory,confirmatory,mapped,1,1,uav_sensorized_motor_validation.planned,Crazyflie-sensorized-motor-control-shift,knn_support_vs_fuzzy_reliability,risk_adjusted_score,1.0,1.0,results/uav_sensorized_motor_validation/planned_contrasts.csv,6,planned,
discussion_count_recurrence.01,2132,"When the neural estimator is weak and the table repeatedly observes the same keys, increasing tabular weight can improve learning relative to DQN.",primary_confirmatory,confirmatory,mapped,1,1,confirmatory_extended_compact.planned,FrozenLake-4x4-slippery,count_vs_validated_dqn,return_auc,7.782531065181626e-12,3.289140150347484e-05,results/confirmatory_extended_compact/planned_contrasts.csv,6,planned,
discussion_count_recurrence.02,2132,"When the neural estimator is weak and the table repeatedly observes the same keys, increasing tabular weight can improve learning relative to DQN.",primary_confirmatory,confirmatory,mapped,1,1,confirmatory_extended_compact.planned,FrozenLake-8x8-slippery,count_vs_validated_dqn,return_auc,0.01259408721333,0.0139748710675017,results/confirmatory_extended_compact/planned_contrasts.csv,7,planned,
discussion_count_recurrence.03,2132,"When the neural estimator is weak and the table repeatedly observes the same keys, increasing tabular weight can improve learning relative to DQN.",primary_confirmatory,confirmatory,mapped,1,1,confirmatory_extended_compact.planned,CliffWalking-v1,count_vs_validated_dqn,return_auc,6.5312693150101514e-09,2.625486524014062e-05,results/confirmatory_extended_compact/planned_contrasts.csv,2,planned,
discussion_abstention_tabular.01,2139,"Support abstention repairs the particular failure because it refuses unsupported neural preferences, but it does not create positive transfer and does not generally exceed tabular learning.",replication,replication,mapped,1,1,support_abstention_replication.planned,FourRooms-7-unseen-goals,support_abstain_vs_tabular,return_auc,0.4008874385636244,0.4703701268881559,results/support_abstention_replication/planned_contrasts.csv,19,planned,
discussion_abstention_tabular.02,2139,"Support abstention repairs the particular failure because it refuses unsupported neural preferences, but it does not create positive transfer and does not generally exceed tabular learning.",replication,replication,mapped,1,1,support_abstention_replication.planned,FourRooms-9-slip-unseen-goals,support_abstain_vs_tabular,return_auc,1.0,1.0,results/support_abstention_replication/planned_contrasts.csv,20,planned,
discussion_abstention_tabular.03,2139,"Support abstention repairs the particular failure because it refuses unsupported neural preferences, but it does not create positive transfer and does not generally exceed tabular learning.",replication,replication,mapped,1,1,support_abstention_replication.planned,FourRooms-11-slip-unseen-goals,support_abstain_vs_tabular,return_auc,1.0,1.0,results/support_abstention_replication/planned_contrasts.csv,18,planned,
discussion_approximate_support.01,2139,The executed approximate-support experiments confirm that nearest-neighbor and feature-distance evidence can soften the exact boundary and improve over count gating.,primary_confirmatory,confirmatory,mapped,1,1,approximate_support.planned,ApplicationNavigation-deployment-goal-shift,knn_vs_exact_count,return_auc,0.016406923351572,0.0208498518913984,results/approx_support/planned_contrasts.csv,2,planned,
discussion_approximate_support.02,2139,The executed approximate-support experiments confirm that nearest-neighbor and feature-distance evidence can soften the exact boundary and improve over count gating.,primary_confirmatory,confirmatory,mapped,1,1,approximate_support.planned,ApplicationNavigation-deployment-goal-shift,feature_distance_vs_exact_count,return_auc,0.0041547241200469,0.0043755508959293,results/approx_support/planned_contrasts.csv,3,planned,
discussion_stationary_fuzzy_null.01,2161,"On stationary tasks, neither the original nor relative-reliability fuzzy gate significantly improves over count gating.",primary_confirmatory,confirmatory,mapped,1,1,adaptive_gate_compact_validation.planned,CliffWalking-adaptive,fuzzy_vs_count,return_auc,0.6427595787594524,1.0,results/adaptive_gate_compact_validation/planned_contrasts.csv,2,planned,
discussion_stationary_fuzzy_null.02,2161,"On stationary tasks, neither the original nor relative-reliability fuzzy gate significantly improves over count gating.",primary_confirmatory,confirmatory,mapped,1,1,adaptive_gate_compact_validation.planned,FourRooms-9-support-shift-adaptive,fuzzy_vs_count,return_auc,1.0,1.0,results/adaptive_gate_compact_validation/planned_contrasts.csv,3,planned,
discussion_stationary_fuzzy_null.03,2161,"On stationary tasks, neither the original nor relative-reliability fuzzy gate significantly improves over count gating.",primary_confirmatory,confirmatory,mapped,1,1,adaptive_gate_compact_validation.planned,FrozenLake-4x4-slippery-adaptive,fuzzy_vs_count,return_auc,1.0,1.0,results/adaptive_gate_compact_validation/planned_contrasts.csv,4,planned,
discussion_stationary_fuzzy_null.04,2161,"On stationary tasks, neither the original nor relative-reliability fuzzy gate significantly improves over count gating.",primary_confirmatory,confirmatory,mapped,1,1,fuzzy_reliability_stationary.planned,CliffWalking-confirmatory,fuzzy_reliability_vs_count,return_auc,0.9425394691671228,0.8799335323274136,results/fuzzy_reliability_confirmatory/planned_contrasts.csv,2,planned,
discussion_stationary_fuzzy_null.05,2161,"On stationary tasks, neither the original nor relative-reliability fuzzy gate significantly improves over count gating.",primary_confirmatory,confirmatory,mapped,1,1,fuzzy_reliability_stationary.planned,FourRooms-9-support-shift-confirmatory,fuzzy_reliability_vs_count,return_auc,0.9425394691671228,0.8799335323274136,results/fuzzy_reliability_confirmatory/planned_contrasts.csv,3,planned,
discussion_stationary_fuzzy_null.06,2161,"On stationary tasks, neither the original nor relative-reliability fuzzy gate significantly improves over count gating.",primary_confirmatory,confirmatory,mapped,1,1,fuzzy_reliability_stationary.planned,FrozenLake-4x4-slippery-confirmatory,fuzzy_reliability_vs_count,return_auc,0.643248280377755,0.4674758579455045,results/fuzzy_reliability_confirmatory/planned_contrasts.csv,4,planned,
discussion_shift_crisp.01,2161,"However, the same-input crisp controller performs slightly better than fuzzy defuzzification.",exploratory_secondary,exploratory,mapped,1,1,fuzzy_reliability_shift.reported_supplemental,ReliabilityShift-boundary-020-confirmatory,fuzzy_shift_vs_crisp,return_auc,1.7734396326631494e-08,1.033456969645844e-05,results/fuzzy_reliability_shift_confirmatory/reported/planned_contrasts.csv,6,planned,
discussion_shift_crisp.02,2161,"However, the same-input crisp controller performs slightly better than fuzzy defuzzification.",exploratory_secondary,exploratory,mapped,1,1,fuzzy_reliability_shift.reported_supplemental,ReliabilityShift-boundary-030-confirmatory,fuzzy_shift_vs_crisp,return_auc,1.7734396326631494e-08,1.033456969645844e-05,results/fuzzy_reliability_shift_confirmatory/reported/planned_contrasts.csv,7,planned,
discussion_sensorized_controller,2224,"The model-based controller remains materially better than the learned value-based controllers, although its 0.478 success rate is itself below deployment grade.",secondary_confirmatory,confirmatory,mapped,1,1,uav_sensorized_motor_validation.planned,Crazyflie-sensorized-motor-control-shift,fuzzy_reliability_vs_sensorized_controller,risk_adjusted_score,1.9616510051840908e-17,9.313225746154784e-09,results/uav_sensorized_motor_validation/planned_contrasts.csv,4,planned,
discussion_taxi_exception,2264,Taxi is an exception in which count gating improves over tabular learning while the \dqncomparator{} remains competitive.,primary_confirmatory,confirmatory,mapped,1,1,confirmatory_extended_compact.planned,Taxi-v3-compatible,count_vs_tabular,return_auc,1.6195490462048622e-14,5.21540641784668e-08,results/confirmatory_extended_compact/planned_contrasts.csv,15,planned,
